x,y,z,total_cost_mean,total_cost_se,deviation_mean,deviation_se,total_cost_n
0.5,1.25,0.0,7042.829007173293,11.949135147480806,2459.3288888888887,11.288172418501421,300
0.5,1.5,0.0,7254.326882214966,11.873123265181063,2472.702222222222,11.338270100302699,300
0.5,1.75,0.0,7426.821078746617,11.890618801638825,2500.8688888888887,11.653757341911358,300
0.5,2.0,0.0,7553.906892277592,11.971537567389456,2546.38,12.103306823792146,300
0.75,0.0,0.0,5839.137675383907,8.858578121462205,2680.842222222222,6.375020851671861,600
0.75,0.0,0.25,6498.861568540391,12.43970421253746,2416.662222222222,10.504404056349381,300
0.75,0.0,0.5,7117.563865342981,12.34480150599859,1992.3555555555554,11.653345618252093,300
0.75,0.0,0.75,7670.027891835848,12.345515745906797,1405.728888888889,12.215140758566795,300
0.75,0.0,1.0,8152.245021129651,12.506417661534899,881.0266666666666,12.3106776194899,300
0.75,0.0,1.25,8564.423201354417,12.604056032250652,486.61555555555555,6.34297618574556,300
0.75,0.0,1.5,8908.684765851658,12.651418426693771,606.8444444444444,11.934110088645538,300
0.75,0.0,1.75,9198.846805392759,12.620688683151428,946.311111111111,12.860231342704099,300
0.75,0.0,2.0,9433.925141033753,12.63982534737055,1236.2622222222224,12.939951182742192,300
0.75,0.25,0.0,6114.884695158444,12.582656843099597,2690.4955555555553,9.044234506624079,300
0.75,0.5,0.0,6386.665200283227,12.622687673574733,2697.6222222222223,9.156324808126193,300
0.75,0.75,0.0,6653.62589249499,12.652209792011353,2706.0622222222223,9.200100007175857,300
0.75,1.0,0.0,6913.081623962055,12.599645985787845,2726.3088888888888,9.569085146690549,300
0.75,1.25,0.0,7162.020102551772,12.519445032581054,2745.202222222222,9.889829740753166,300
0.75,1.5,0.0,7395.839789752433,12.430621932205195,2771.2755555555555,10.215087523544327,300
0.75,1.75,0.0,7603.92277008895,12.335739700360852,2816.5955555555556,11.10453612672328,300
0.75,2.0,0.0,7770.671051571177,12.284877779233339,2887.728888888889,11.95705814044764,300
1.0,0.0,0.0,5894.008388364675,9.04048798662119,2848.4088888888887,6.187034179742451,600
1.0,0.0,0.25,6580.17704290685,12.839799705775238,2672.1422222222222,9.030225570105081,300
1.0,0.0,0.5,7238.814815979326,12.776578012494713,2406.922222222222,10.58905733992786,300
